infinitive;infinitif;group;voice;tense;person;latin;french;primitive tenses
prodesse;être utile;0;actif;futur;6;proderunt;ils seront utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;parfait;1;profui;j'ai été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;parfait;2;profuisti;tu as été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;parfait;3;profuit;il a été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;parfait;4;profuimus;nous avons été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;parfait;5;profuistis;vous avez été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;parfait;6;profuerunt;ils ont été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;plus-que-parfait;1;profueram;j'avais été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;plus-que-parfait;2;profueras;tu avais été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;plus-que-parfait;3;profuerat;il avait été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;plus-que-parfait;4;profueramus;nous avions été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;plus-que-parfait;5;profueratis;vous aviez été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;plus-que-parfait;6;profuerant;ils ont été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur antérieur;1;profuero;j'aurai été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur antérieur;2;profueris;tu auras été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur antérieur;3;profuerit;il aura été utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur antérieur;4;profuerimus;nous aurions été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur antérieur;5;profueritis;vous auriez été utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur antérieur;6;profuerint;ils auraient été utiles;prosum, prodes, prodesse, profui, -
